label,n,p,k,temperature,humidity,soil_moisture,soil_type,fertilizer
paddy,24,24,1,22.55,57.45,46.58,Red,DAP
wheat,13,20,20,35.44,68.66,47.39,Loamy,20-20
sugarcane,13,28,3,31.47,64.11,65.21,Black,20-20
sugarcane,33,1,4,23.45,48.04,34.71,Loamy,14-35-14
cotton,11,26,5,32.95,47.81,36.46,Sandy,14-35-14
tobacco,19,23,0,35.89,69.26,56.39,Sandy,28-28
sugarcane,14,23,19,32.33,75.18,40.55,Black,10-26-26
tobacco,16,42,0,38.98,58.36,50.55,Red,Urea
pulses,27,19,0,33.44,62.95,26.99,Clayey,28-28
maize,38,3,0,25.0,43.01,70.0,Sandy,10-26-26
tobacco,24,27,0,29.95,70.97,49.89,Loamy,10-26-26
cotton,8,8,0,28.47,63.69,51.32,Black,10-26-26
tobacco,37,0,0,37.78,67.61,42.9,Loamy,28-28
ground_nuts,15,6,9,20.85,59.67,27.39,Black,DAP
paddy,9,25,8,34.47,55.91,64.25,Loamy,17-17-17
paddy,40,0,1,22.37,49.0,70.0,Red,28-28
oil_seeds,11,12,0,22.29,47.57,66.46,Sandy,28-28
millets,36,0,0,25.06,59.78,44.6,Clayey,28-28
pulses,22,19,2,30.44,62.39,67.03,Black,17-17-17
cotton,18,21,0,24.39,43.91,36.11,Red,DAP
cotton,37,0,0,36.89,69.58,42.28,Sandy,28-28
wheat,5,34,5,30.22,50.85,59.57,Clayey,10-26-26
oil_seeds,35,3,0,36.69,78.73,43.49,Red,20-20
tobacco,21,21,0,29.5,42.7,52.43,Loamy,Urea
wheat,38,0,2,36.74,61.86,29.3,Clayey,14-35-14
millets,33,0,2,29.86,61.53,51.88,Loamy,20-20
wheat,8,17,0,26.18,44.54,66.14,Loamy,20-20
tobacco,5,28,10,24.23,54.33,34.93,Sandy,14-35-14
pulses,10,6,3,25.05,64.63,47.88,Loamy,DAP
oil_seeds,12,11,16,29.0,57.95,20.71,Red,10-26-26
oil_seeds,11,36,1,39.5,59.87,52.35,Black,20-20
maize,6,34,11,27.46,66.87,26.04,Loamy,14-35-14
paddy,10,17,15,31.41,56.68,46.38,Loamy,28-28
tobacco,37,0,1,26.18,54.54,46.83,Sandy,17-17-17
oil_seeds,38,4,0,31.52,51.09,41.27,Loamy,DAP
oil_seeds,10,39,1,35.22,76.59,24.21,Loamy,14-35-14
pulses,19,45,0,37.69,54.05,40.24,Loamy,17-17-17
wheat,12,32,3,27.77,54.61,46.77,Loamy,10-26-26
sugarcane,26,21,0,32.86,65.21,45.16,Sandy,DAP
paddy,11,17,13,28.3,60.42,55.44,Sandy,Urea
tobacco,12,37,0,34.98,64.48,51.57,Clayey,14-35-14
cotton,42,0,3,39.31,59.72,40.8,Red,DAP
wheat,11,33,3,27.41,48.69,52.62,Black,DAP
cotton,15,12,0,29.89,59.26,51.55,Sandy,28-28
pulses,26,18,0,34.05,71.7,24.22,Clayey,20-20
sugarcane,34,0,2,23.91,43.52,39.54,Black,17-17-17
cotton,36,0,0,32.24,49.43,40.27,Black,14-35-14
pulses,13,37,2,36.98,53.44,24.52,Clayey,14-35-14
oil_seeds,18,36,4,30.83,50.49,61.71,Black,DAP
cotton,9,37,0,27.06,51.39,53.38,Clayey,28-28
wheat,6,34,0,38.7,65.81,23.13,Loamy,20-20
ground_nuts,11,11,6,30.9,55.65,30.7,Loamy,20-20
maize,21,24,0,27.98,46.24,47.68,Loamy,Urea
cotton,9,16,4,38.27,60.33,37.69,Sandy,14-35-14
tobacco,8,16,13,28.07,52.91,43.54,Red,20-20
ground_nuts,2,20,15,38.99,59.31,46.91,Clayey,10-26-26
cotton,12,14,0,35.18,73.86,61.58,Black,17-17-17
tobacco,4,36,12,29.63,51.13,59.87,Sandy,Urea
barley,17,38,0,26.44,66.93,58.88,Clayey,10-26-26
pulses,10,18,0,32.97,76.36,35.98,Red,14-35-14
wheat,14,38,0,32.59,52.77,67.32,Sandy,Urea
paddy,9,24,8,40.0,61.28,57.03,Clayey,10-26-26
barley,22,26,1,35.08,60.37,45.69,Loamy,17-17-17
cotton,17,7,0,33.46,60.65,34.68,Red,20-20
millets,19,21,0,32.95,66.06,24.22,Red,28-28
cotton,11,12,0,27.46,63.08,52.97,Black,10-26-26
ground_nuts,10,37,1,40.0,56.21,37.48,Sandy,20-20
wheat,12,27,2,30.85,53.02,26.39,Sandy,10-26-26
millets,40,2,3,24.58,43.05,67.17,Clayey,14-35-14
paddy,10,32,0,32.99,64.5,30.16,Red,14-35-14
pulses,9,39,3,24.83,48.37,49.51,Sandy,10-26-26
paddy,5,15,13,30.82,56.4,56.14,Red,Urea
maize,12,34,2,33.65,64.1,41.88,Loamy,14-35-14
ground_nuts,11,21,12,27.99,52.83,35.74,Loamy,Urea
barley,19,13,14,22.87,44.91,24.78,Loamy,28-28
sugarcane,21,15,0,29.95,68.13,38.6,Red,DAP
ground_nuts,12,37,0,39.25,76.98,28.94,Clayey,Urea
tobacco,9,12,20,29.82,66.85,23.96,Loamy,17-17-17
tobacco,42,0,4,26.66,63.18,32.47,Sandy,20-20
tobacco,36,0,4,30.12,47.45,64.3,Loamy,14-35-14
ground_nuts,26,17,1,28.82,53.22,38.74,Clayey,DAP
paddy,39,4,0,23.42,54.77,33.63,Black,DAP
ground_nuts,17,37,0,28.45,62.42,52.98,Black,17-17-17
wheat,11,15,0,24.76,58.45,38.36,Sandy,DAP
paddy,19,27,3,31.65,56.41,30.22,Red,28-28
wheat,39,4,4,23.2,46.23,65.9,Red,Urea
oil_seeds,13,11,13,33.52,60.5,52.77,Red,17-17-17
cotton,13,28,8,31.19,51.5,20.0,Loamy,14-35-14
wheat,40,4,2,27.52,51.39,46.96,Black,28-28
tobacco,6,21,17,30.46,57.09,32.66,Sandy,Urea
pulses,25,19,1,34.36,64.55,38.08,Sandy,10-26-26
tobacco,19,36,1,32.14,57.35,49.7,Loamy,DAP
pulses,10,23,21,36.81,60.97,46.15,Black,Urea
pulses,20,16,3,30.15,59.21,25.04,Loamy,14-35-14
sugarcane,21,17,1,29.77,63.09,47.01,Red,17-17-17
pulses,36,3,0,30.24,51.96,38.03,Black,Urea
pulses,3,19,17,24.97,47.28,41.8,Black,10-26-26
maize,15,16,0,26.34,61.87,22.93,Red,20-20
millets,9,41,1,37.17,73.45,62.33,Black,28-28
paddy,9,39,3,29.78,65.45,39.96,Loamy,14-35-14
tobacco,5,33,9,30.05,61.94,57.63,Red,DAP
ground_nuts,40,4,1,23.59,54.55,43.39,Sandy,DAP
wheat,8,5,0,22.2,55.19,60.43,Black,10-26-26
cotton,11,46,4,29.33,58.97,42.02,Loamy,17-17-17
wheat,11,18,4,28.33,61.2,58.57,Red,20-20
maize,20,16,3,34.24,61.19,31.95,Sandy,DAP
oil_seeds,4,15,3,29.04,73.52,60.4,Clayey,28-28
pulses,15,38,3,32.64,52.05,29.73,Sandy,17-17-17
paddy,39,3,0,38.51,72.73,54.65,Sandy,14-35-14
tobacco,37,3,2,26.36,58.22,35.11,Loamy,Urea
maize,34,0,0,26.86,60.39,30.72,Clayey,Urea
tobacco,12,18,0,28.96,54.55,40.7,Black,DAP
cotton,17,39,0,31.35,64.03,52.01,Black,17-17-17
sugarcane,13,13,0,20.03,52.64,70.0,Sandy,20-20
barley,15,14,14,37.86,61.26,47.91,Loamy,Urea
pulses,8,34,0,34.3,73.98,23.5,Sandy,14-35-14
ground_nuts,20,13,0,28.75,65.85,40.56,Sandy,10-26-26
wheat,45,2,0,34.35,68.28,37.3,Loamy,20-20
oil_seeds,3,37,10,29.5,58.68,59.82,Sandy,Urea
barley,37,0,2,23.09,47.76,36.04,Red,20-20
maize,9,31,8,31.45,59.17,41.86,Sandy,DAP
wheat,8,10,12,29.76,68.21,44.33,Sandy,DAP
cotton,13,4,0,23.9,52.22,35.06,Black,DAP
wheat,19,23,0,31.65,58.98,60.38,Loamy,28-28
barley,14,37,0,32.72,68.34,67.2,Red,DAP
tobacco,17,40,0,39.16,69.41,37.45,Red,17-17-17
sugarcane,12,38,4,30.58,57.79,62.55,Loamy,20-20
wheat,10,10,0,24.24,61.14,60.21,Red,14-35-14
paddy,19,20,0,36.13,58.84,40.14,Clayey,28-28
paddy,9,18,19,33.8,67.31,32.57,Clayey,17-17-17
tobacco,13,12,0,22.83,48.52,61.42,Black,Urea
oil_seeds,2,20,14,27.46,63.46,32.44,Sandy,DAP
millets,11,8,2,23.99,49.61,27.08,Red,17-17-17
oil_seeds,13,35,8,32.35,69.35,54.59,Red,10-26-26
millets,41,0,0,32.05,53.97,35.02,Loamy,Urea
ground_nuts,38,0,2,23.89,51.43,32.44,Clayey,20-20
pulses,23,23,1,25.23,47.76,41.74,Black,28-28
tobacco,27,17,0,25.04,45.85,51.39,Loamy,17-17-17
ground_nuts,34,3,0,22.58,47.54,39.32,Red,Urea
maize,26,24,2,30.78,72.03,70.0,Sandy,Urea
paddy,34,0,3,28.14,44.5,35.74,Red,14-35-14
ground_nuts,23,18,0,36.75,61.32,50.32,Clayey,28-28
sugarcane,41,0,0,34.03,59.52,31.77,Red,10-26-26
tobacco,12,29,8,29.35,59.63,48.74,Clayey,14-35-14
ground_nuts,13,42,4,36.54,74.27,38.52,Red,17-17-17
millets,16,15,0,29.01,55.34,29.06,Clayey,14-35-14
ground_nuts,8,13,0,34.65,60.23,61.23,Red,10-26-26
ground_nuts,6,29,10,34.12,72.45,52.22,Black,14-35-14
cotton,39,3,0,23.2,51.15,44.35,Clayey,28-28
maize,11,14,8,30.61,56.22,43.7,Red,17-17-17
wheat,16,34,1,34.29,62.12,28.36,Loamy,28-28
maize,44,2,0,27.72,52.05,49.01,Clayey,14-35-14
ground_nuts,35,4,3,27.44,55.79,34.2,Sandy,Urea
tobacco,7,37,7,30.48,54.04,50.81,Sandy,17-17-17
sugarcane,21,21,0,30.94,58.19,66.53,Red,17-17-17
barley,13,35,0,36.87,73.12,54.53,Sandy,Urea
millets,24,17,0,35.05,70.45,42.95,Sandy,Urea
millets,19,26,4,35.26,55.7,38.7,Red,DAP
wheat,16,27,3,30.84,54.44,38.5,Red,20-20
paddy,10,11,8,25.41,56.57,63.78,Sandy,Urea
barley,13,32,8,31.29,48.4,35.57,Sandy,10-26-26
maize,8,10,0,33.77,70.96,30.96,Red,20-20
sugarcane,20,22,0,22.79,44.82,36.75,Clayey,DAP
oil_seeds,18,38,0,35.39,55.43,61.72,Red,14-35-14
barley,9,38,0,32.69,67.2,30.23,Clayey,14-35-14
maize,12,32,0,29.04,52.28,61.27,Sandy,20-20
wheat,18,25,0,30.97,52.6,49.95,Black,17-17-17
tobacco,6,20,18,26.51,54.41,25.69,Loamy,17-17-17
millets,5,28,5,24.14,65.95,36.58,Red,DAP
cotton,12,36,1,29.44,59.33,21.43,Red,14-35-14
wheat,13,11,0,28.89,50.23,31.86,Red,17-17-17
wheat,9,23,11,36.76,71.34,50.85,Sandy,20-20
maize,23,15,0,32.93,69.74,37.19,Sandy,28-28
wheat,10,32,8,25.77,51.57,49.07,Clayey,14-35-14
ground_nuts,11,26,4,38.24,69.68,42.29,Sandy,DAP
barley,8,10,18,31.38,57.81,50.23,Clayey,20-20
wheat,26,16,0,25.77,49.55,51.79,Loamy,17-17-17
sugarcane,40,0,2,33.65,61.98,34.79,Red,Urea
barley,19,16,0,34.32,60.9,35.02,Loamy,Urea
cotton,37,0,0,33.91,65.24,30.22,Clayey,20-20
millets,17,34,0,25.14,56.51,36.84,Clayey,17-17-17
sugarcane,43,0,2,24.5,55.97,58.19,Loamy,10-26-26
paddy,9,34,0,31.41,52.35,70.0,Red,Urea
pulses,11,14,4,27.48,58.97,62.73,Clayey,10-26-26
tobacco,6,40,0,25.28,57.75,55.42,Red,Urea
pulses,37,0,0,24.39,60.54,37.95,Clayey,20-20
wheat,4,28,12,34.62,67.2,34.63,Red,17-17-17
ground_nuts,39,0,0,30.58,58.47,28.12,Sandy,DAP
paddy,15,37,0,30.55,67.12,36.98,Sandy,10-26-26
sugarcane,13,38,4,30.53,61.98,28.75,Black,Urea
pulses,10,38,1,29.82,68.13,44.94,Black,DAP
barley,16,15,2,22.28,49.48,37.92,Red,20-20
millets,40,0,0,30.81,42.46,46.84,Black,Urea
oil_seeds,21,22,0,29.86,56.95,35.3,Black,20-20
sugarcane,11,29,5,32.76,74.84,69.17,Red,28-28
maize,21,18,0,35.3,68.25,43.64,Red,Urea
barley,15,43,0,36.47,70.93,66.79,Black,10-26-26
paddy,16,44,4,31.73,56.97,32.88,Red,17-17-17
barley,5,28,10,25.9,51.18,36.61,Sandy,14-35-14
barley,15,38,4,30.5,57.68,54.46,Sandy,DAP
cotton,23,15,0,27.2,71.23,31.58,Sandy,20-20
wheat,14,18,11,26.68,69.77,60.71,Loamy,DAP
sugarcane,15,32,0,27.88,53.3,39.79,Clayey,28-28
sugarcane,40,0,2,36.39,77.53,52.2,Red,28-28
barley,2,16,17,33.67,66.03,37.65,Clayey,10-26-26
barley,16,38,0,29.68,51.55,20.35,Red,10-26-26
wheat,4,34,9,31.25,69.46,61.24,Loamy,Urea
barley,27,19,1,33.27,51.22,37.76,Sandy,17-17-17
oil_seeds,27,16,0,30.83,56.78,54.65,Red,Urea
pulses,9,34,0,31.91,73.88,66.05,Red,10-26-26
paddy,8,14,0,24.02,45.82,22.13,Loamy,28-28
maize,16,14,11,26.56,65.45,48.14,Sandy,20-20
tobacco,6,37,0,36.41,72.14,37.92,Clayey,Urea
tobacco,3,17,12,30.28,45.85,29.12,Black,DAP
sugarcane,9,33,12,29.18,66.16,70.0,Clayey,10-26-26
tobacco,33,1,4,29.83,58.93,43.95,Red,17-17-17
maize,27,16,0,37.57,64.34,38.29,Black,Urea
cotton,13,9,7,29.17,43.7,41.77,Loamy,DAP
maize,12,32,6,30.95,54.47,55.47,Red,10-26-26
maize,10,36,3,33.49,63.22,25.31,Clayey,28-28
pulses,4,20,12,23.56,47.6,35.22,Red,14-35-14
ground_nuts,5,9,16,28.59,64.2,42.62,Clayey,10-26-26
paddy,16,37,2,27.62,44.14,40.81,Loamy,Urea
oil_seeds,23,23,3,36.74,55.56,22.31,Red,28-28
ground_nuts,41,0,1,35.0,76.24,53.72,Clayey,28-28
wheat,8,16,13,32.31,67.68,43.35,Red,14-35-14
cotton,12,27,11,25.5,51.34,61.51,Loamy,28-28
oil_seeds,6,27,5,34.09,65.92,61.83,Loamy,10-26-26
barley,22,16,4,36.05,70.84,30.08,Black,14-35-14
cotton,16,40,0,32.85,53.6,43.22,Loamy,DAP
millets,20,21,0,32.14,52.59,32.09,Clayey,DAP
cotton,20,17,4,31.27,66.2,43.52,Clayey,14-35-14
millets,9,29,6,34.61,67.18,64.16,Clayey,17-17-17
cotton,34,0,2,27.7,60.18,26.58,Sandy,DAP
barley,15,38,3,27.65,50.22,42.85,Red,14-35-14
wheat,8,20,17,29.61,53.81,38.02,Loamy,17-17-17
ground_nuts,46,0,0,29.03,45.0,32.9,Black,20-20
cotton,13,9,3,21.4,45.95,67.15,Loamy,28-28
pulses,37,0,0,20.36,57.92,61.02,Clayey,10-26-26
tobacco,37,1,3,37.06,68.81,59.59,Sandy,17-17-17
maize,42,0,0,27.24,70.93,28.75,Clayey,28-28
tobacco,9,22,20,37.44,67.23,52.54,Loamy,14-35-14
pulses,10,14,21,21.47,45.29,43.45,Red,DAP
ground_nuts,7,31,12,31.92,63.7,57.16,Loamy,14-35-14
sugarcane,5,13,11,35.48,60.05,46.78,Black,17-17-17
paddy,42,0,1,25.04,63.36,32.13,Red,10-26-26
oil_seeds,0,13,14,25.47,56.12,37.4,Sandy,DAP
ground_nuts,17,42,3,32.89,70.11,70.0,Red,DAP
pulses,6,27,6,39.22,70.14,42.1,Sandy,DAP
sugarcane,17,35,0,34.39,54.77,35.05,Clayey,Urea
millets,21,20,0,26.35,68.18,46.83,Sandy,Urea
pulses,7,17,0,27.59,49.54,37.53,Clayey,10-26-26
pulses,18,40,3,24.8,49.86,36.62,Loamy,Urea
millets,5,21,6,24.66,48.76,43.36,Black,DAP
wheat,14,5,0,33.86,52.1,38.67,Clayey,20-20
barley,28,22,4,34.8,59.89,59.4,Sandy,10-26-26
barley,11,9,4,37.71,69.38,61.7,Loamy,Urea
maize,6,23,12,38.41,68.47,56.4,Sandy,DAP
maize,25,21,0,22.63,51.01,51.05,Loamy,DAP
tobacco,9,25,11,35.35,62.94,64.74,Black,14-35-14
oil_seeds,42,2,0,27.96,48.06,57.42,Clayey,14-35-14
cotton,8,36,3,33.46,61.04,40.8,Red,10-26-26
oil_seeds,8,12,23,29.66,40.36,36.17,Loamy,14-35-14
oil_seeds,8,12,17,21.67,49.56,59.18,Sandy,Urea
tobacco,21,17,0,31.17,52.5,39.69,Clayey,14-35-14
oil_seeds,24,18,3,27.94,55.87,36.48,Sandy,14-35-14
maize,11,29,11,27.06,57.03,60.52,Loamy,17-17-17
paddy,34,0,0,23.58,57.41,25.05,Red,14-35-14
pulses,4,18,23,24.04,55.63,32.97,Red,Urea
cotton,40,1,2,34.57,73.25,39.07,Loamy,DAP
paddy,3,12,23,23.34,53.4,38.18,Sandy,20-20
tobacco,23,16,0,32.49,58.66,46.52,Loamy,28-28
barley,26,18,0,28.35,60.55,52.54,Clayey,DAP
barley,23,17,0,26.77,47.3,36.53,Red,Urea
barley,25,25,2,23.9,58.01,40.51,Black,20-20
maize,42,1,0,25.47,58.41,26.01,Clayey,14-35-14
pulses,6,31,6,32.92,67.62,69.72,Black,28-28
paddy,43,0,0,30.36,44.69,42.18,Red,14-35-14
barley,26,23,1,29.82,55.72,58.33,Loamy,28-28
millets,8,27,11,28.84,63.97,65.22,Black,17-17-17
sugarcane,18,41,3,38.35,68.02,65.33,Red,DAP
wheat,17,36,0,31.65,48.98,39.39,Red,DAP
wheat,7,11,1,31.54,65.06,37.86,Loamy,17-17-17
ground_nuts,12,32,0,31.58,72.23,37.14,Loamy,14-35-14
ground_nuts,21,23,0,21.05,55.2,44.12,Clayey,10-26-26
maize,25,18,2,34.34,59.47,35.55,Loamy,Urea
cotton,21,21,0,30.3,50.47,46.43,Red,DAP
sugarcane,12,11,2,25.59,65.45,43.71,Clayey,17-17-17
pulses,6,19,0,31.2,50.23,55.54,Loamy,10-26-26
sugarcane,17,26,4,31.66,64.62,44.32,Loamy,Urea
oil_seeds,10,28,6,38.18,64.4,34.15,Black,14-35-14
barley,15,33,3,30.89,62.85,24.23,Red,10-26-26
cotton,40,0,0,34.27,52.4,31.73,Loamy,14-35-14
cotton,15,42,0,31.36,66.19,53.63,Clayey,14-35-14
ground_nuts,33,0,0,29.42,54.67,40.55,Sandy,10-26-26
tobacco,9,23,13,33.83,65.32,43.13,Sandy,20-20
wheat,8,11,0,30.44,56.5,51.85,Sandy,17-17-17
ground_nuts,10,30,0,25.52,48.23,58.6,Red,DAP
paddy,12,39,0,32.59,59.67,42.91,Red,Urea
millets,14,27,8,29.65,66.39,49.42,Red,28-28
millets,5,37,7,27.13,62.1,64.44,Clayey,DAP
millets,5,25,17,31.41,62.69,41.19,Sandy,DAP
oil_seeds,23,23,4,24.14,60.35,47.55,Sandy,20-20
tobacco,16,37,0,30.95,52.62,32.97,Sandy,28-28
millets,15,8,0,37.46,68.41,36.8,Loamy,Urea
sugarcane,25,23,0,24.96,46.72,36.73,Red,DAP
barley,12,16,18,33.51,59.04,44.65,Sandy,DAP
millets,42,2,1,35.86,71.33,44.81,Sandy,10-26-26
paddy,15,41,3,24.48,55.7,30.78,Black,28-28
tobacco,9,45,0,30.3,42.11,29.89,Clayey,17-17-17
tobacco,11,33,5,27.62,56.34,26.36,Red,28-28
sugarcane,22,21,0,33.46,62.44,56.11,Sandy,Urea
tobacco,19,38,0,31.4,56.45,36.96,Sandy,14-35-14
barley,15,39,1,26.03,60.45,46.4,Black,Urea
barley,5,18,14,27.4,56.16,45.88,Sandy,17-17-17
millets,26,23,0,27.9,47.35,51.36,Sandy,17-17-17
pulses,9,34,0,32.4,77.68,42.34,Sandy,14-35-14
tobacco,10,13,14,31.2,70.18,40.98,Loamy,10-26-26
paddy,5,12,21,29.97,47.72,39.53,Black,14-35-14
sugarcane,33,0,0,22.15,60.48,34.02,Loamy,28-28
tobacco,40,0,4,28.83,48.57,66.71,Sandy,28-28
ground_nuts,24,19,0,22.8,50.81,39.07,Sandy,DAP
millets,22,25,3,37.29,65.56,39.68,Black,20-20
pulses,19,22,0,33.44,64.06,51.91,Loamy,17-17-17
ground_nuts,17,13,1,35.89,64.76,36.97,Loamy,28-28
wheat,6,8,0,32.94,60.91,47.5,Black,28-28
pulses,20,18,0,29.25,61.06,48.99,Black,Urea
ground_nuts,28,24,0,34.9,67.59,66.01,Clayey,DAP
maize,10,38,4,28.59,68.53,38.94,Clayey,DAP
maize,36,0,4,33.19,72.33,65.98,Red,DAP
maize,12,18,11,27.56,51.96,40.99,Sandy,17-17-17
wheat,15,6,0,31.46,59.57,51.47,Loamy,DAP
sugarcane,36,0,0,37.35,58.34,47.42,Clayey,Urea
cotton,22,17,0,35.62,64.0,37.51,Black,DAP
sugarcane,6,16,15,33.96,65.91,53.47,Black,10-26-26
millets,32,0,0,31.91,49.74,29.66,Sandy,28-28
paddy,15,14,15,27.18,66.92,38.33,Red,DAP
pulses,10,28,6,34.37,65.19,43.32,Loamy,14-35-14
paddy,34,4,0,26.49,47.78,41.66,Black,17-17-17
oil_seeds,16,40,0,26.7,45.04,35.26,Loamy,20-20
ground_nuts,38,0,0,27.06,54.68,45.88,Clayey,10-26-26
tobacco,8,39,4,30.97,45.08,52.45,Black,28-28
pulses,25,20,0,25.62,51.09,40.66,Clayey,20-20
millets,12,28,7,33.27,61.23,22.66,Red,10-26-26
wheat,3,26,11,35.63,68.45,20.0,Black,DAP
paddy,25,20,0,27.52,42.81,39.1,Loamy,10-26-26
millets,3,15,0,32.0,58.03,31.37,Red,17-17-17
ground_nuts,10,33,3,31.78,76.46,33.24,Loamy,17-17-17
wheat,21,19,0,30.72,58.16,47.3,Red,Urea
cotton,10,29,11,40.0,71.51,47.58,Clayey,10-26-26
barley,7,19,16,29.65,59.65,26.35,Red,20-20
maize,36,0,0,32.36,54.03,43.93,Red,17-17-17
pulses,15,41,0,39.17,74.97,29.8,Sandy,20-20
wheat,10,44,0,40.0,71.02,52.73,Clayey,DAP
tobacco,10,16,18,23.57,44.14,37.94,Loamy,10-26-26
barley,38,0,1,29.19,65.8,33.2,Red,17-17-17
ground_nuts,8,29,7,31.77,59.25,32.16,Sandy,20-20
paddy,9,16,17,30.66,53.38,41.56,Sandy,10-26-26
maize,12,16,10,31.84,69.56,69.24,Clayey,14-35-14
millets,14,19,10,26.63,64.94,56.15,Loamy,28-28
sugarcane,16,23,14,38.51,73.59,59.59,Clayey,17-17-17
wheat,28,22,0,28.28,64.37,33.6,Black,20-20
paddy,16,12,0,36.61,58.99,45.91,Red,DAP
ground_nuts,42,0,4,33.82,55.15,55.67,Red,10-26-26
pulses,35,4,0,30.56,59.57,43.35,Sandy,Urea
barley,6,34,0,24.1,52.08,65.93,Sandy,28-28
oil_seeds,17,40,2,40.0,67.4,55.78,Black,Urea
sugarcane,13,43,0,39.52,75.51,62.39,Sandy,14-35-14
maize,39,0,0,31.73,67.18,35.49,Red,10-26-26
sugarcane,15,6,1,25.98,52.5,64.54,Sandy,17-17-17
cotton,7,37,1,37.99,67.95,39.62,Sandy,DAP
tobacco,15,39,0,28.67,53.83,22.9,Sandy,10-26-26
millets,21,24,0,29.55,69.71,40.07,Red,28-28
cotton,17,43,1,25.34,51.79,24.7,Clayey,10-26-26
millets,12,24,13,26.96,58.09,33.74,Loamy,17-17-17
pulses,11,10,4,21.15,48.8,36.88,Loamy,10-26-26
barley,19,25,0,23.28,54.92,45.0,Black,Urea
millets,38,1,0,33.26,75.36,44.89,Sandy,17-17-17
ground_nuts,25,20,1,33.52,67.5,38.1,Clayey,17-17-17
barley,36,3,2,30.26,47.16,68.58,Red,DAP
paddy,35,0,0,27.11,61.0,27.46,Loamy,28-28
tobacco,13,34,0,32.41,62.72,56.06,Clayey,10-26-26
wheat,5,29,5,29.79,67.81,50.66,Red,10-26-26
cotton,7,27,2,31.83,68.3,27.79,Red,28-28
sugarcane,13,36,1,32.22,66.16,25.02,Red,17-17-17
paddy,13,36,0,37.04,63.37,38.19,Black,10-26-26
oil_seeds,17,37,2,30.63,43.11,23.48,Clayey,Urea
maize,6,25,5,36.12,64.07,33.97,Clayey,17-17-17
cotton,5,26,5,27.17,58.43,70.0,Clayey,14-35-14
paddy,8,10,0,30.35,45.09,59.54,Clayey,17-17-17
millets,25,14,0,23.51,56.63,32.65,Sandy,10-26-26
oil_seeds,36,0,2,30.62,61.26,38.62,Clayey,DAP
sugarcane,13,13,12,26.75,50.01,47.53,Loamy,Urea
ground_nuts,11,20,14,26.78,67.64,30.81,Sandy,28-28
tobacco,40,0,0,25.44,56.27,32.82,Clayey,Urea
tobacco,41,3,0,32.04,52.11,40.67,Loamy,20-20
wheat,24,25,0,29.51,68.51,21.92,Sandy,28-28
cotton,43,0,0,32.56,66.45,25.05,Sandy,Urea
wheat,3,28,10,28.13,52.62,45.16,Red,Urea
barley,23,25,0,27.42,63.5,45.7,Loamy,Urea
paddy,24,23,0,33.83,56.14,43.31,Red,17-17-17
ground_nuts,12,15,19,24.06,65.98,28.05,Black,20-20
millets,4,15,13,21.23,44.7,27.36,Sandy,Urea
barley,15,12,15,33.91,72.18,53.83,Sandy,DAP
barley,18,11,3,30.92,42.88,26.76,Sandy,28-28
oil_seeds,12,12,14,20.61,49.35,20.0,Loamy,14-35-14
wheat,5,39,1,32.59,62.11,51.5,Black,17-17-17
oil_seeds,40,0,0,31.93,46.41,31.12,Sandy,17-17-17
paddy,46,4,0,24.01,56.49,43.18,Red,20-20
sugarcane,11,37,2,27.22,51.42,53.92,Red,DAP
oil_seeds,8,11,13,27.82,65.01,36.96,Black,DAP
cotton,18,13,0,21.1,51.91,32.91,Sandy,28-28
wheat,21,20,4,34.9,69.62,40.23,Black,DAP
barley,21,16,3,23.62,48.41,28.57,Sandy,10-26-26
paddy,8,41,0,25.1,57.55,23.93,Red,DAP
wheat,2,17,15,21.92,52.16,29.78,Red,10-26-26
paddy,17,17,20,30.33,51.57,25.0,Sandy,DAP
ground_nuts,23,21,0,35.11,58.44,37.33,Loamy,10-26-26
barley,7,39,1,27.45,53.07,54.24,Sandy,28-28
pulses,20,21,0,25.37,61.39,48.09,Red,14-35-14
maize,24,24,0,34.06,66.03,26.03,Loamy,DAP
ground_nuts,10,35,0,32.01,71.7,23.49,Black,Urea
maize,38,1,0,26.22,62.62,25.5,Clayey,Urea
paddy,42,0,0,36.29,62.57,47.91,Sandy,20-20
ground_nuts,11,33,0,26.2,59.39,38.04,Sandy,14-35-14
tobacco,9,32,13,31.61,61.28,70.0,Black,14-35-14
pulses,9,44,4,32.03,63.05,34.64,Red,20-20
wheat,28,19,0,31.87,49.23,49.23,Sandy,20-20
millets,17,38,0,21.47,50.02,34.05,Red,20-20
maize,11,14,17,29.93,59.13,61.65,Loamy,DAP
paddy,37,0,0,29.68,46.23,66.65,Loamy,Urea
pulses,26,20,0,23.28,44.92,31.48,Clayey,Urea
barley,11,37,2,29.99,48.04,23.13,Red,28-28
wheat,17,18,21,29.02,55.34,29.32,Red,20-20
oil_seeds,3,21,19,30.04,70.55,48.8,Loamy,17-17-17
millets,7,10,2,30.52,49.1,40.54,Loamy,DAP
pulses,22,16,3,26.81,50.5,47.46,Loamy,10-26-26
cotton,10,41,0,38.0,66.68,29.78,Sandy,Urea
oil_seeds,35,2,4,23.65,42.79,40.9,Clayey,14-35-14
ground_nuts,10,13,15,29.34,65.43,70.0,Sandy,Urea
maize,13,28,8,32.64,56.9,51.27,Sandy,10-26-26
