label,n,p,k,ph,temperature,rainfall,humidity,soil_type
cassava,58,75,25,7.26,25.26,68.65,61.37,sandy loam
guinea_corn,5,13,37,5.65,22.34,103.32,89.79,sandy loam
pepper,85,22,53,6.85,25.97,59.46,89.77,loamy clay 
orange,20,8,12,7.26,25.3,117.97,94.96,loamy
guinea_corn,40,9,41,5.78,24.38,106.13,85.4,sandy loam
maize,77,57,21,6.55,24.93,79.74,73.8,sandy loam
pepper,82,23,49,6.87,26.81,51.7,87.22,loamy clay 
pepper,81,6,55,6.11,24.89,51.71,85.87,loamy clay 
beans,34,60,23,5.66,20.13,100.05,24.97,clay
tomatoes,84,21,55,6.49,28.47,21.08,94.79,sandy loam
guinea_corn,2,21,44,6.57,18.92,102.8,87.31,sandy loam
tomatoes,98,22,47,6.34,29.07,28.84,91.92,sandy loam
guinea_corn,23,30,44,6.12,20.94,103.03,85.43,sandy loam
cassava,32,66,17,7.16,34.95,70.14,65.27,sandy loam
rice,60,43,44,7.42,21.02,298.4,82.95,clay
orange,10,5,5,7.82,21.21,112.98,91.35,loamy
rice,90,46,42,7.5,23.98,250.08,81.45,clay
beans,24,80,22,5.64,16.71,96.77,19.18,clay
orange,39,9,15,7.99,25.35,116.76,91.81,loamy
yam,6,47,18,6.72,29.16,40.17,80.28,loamy
beans,11,78,22,5.94,23.9,112.66,22.74,clay
maize,60,54,19,6.42,18.75,70.23,62.5,sandy loam
pepper,111,6,53,6.31,26.49,46.06,88.59,loamy clay 
beans,27,64,15,5.51,20.16,138.24,24.84,clay
tomatoes,89,9,47,6.67,29.47,28.75,90.77,sandy loam
cassava,34,60,16,7.32,31.36,63.86,64.25,sandy loam
guinea_corn,23,30,44,6.12,20.94,103.03,85.43,sandy loam
pepper,84,7,51,6.4,26.82,55.74,87.66,loamy clay 
rice,66,53,41,7.78,25.08,257.0,80.52,clay
tomatoes,95,16,46,6.75,27.08,24.45,90.14,sandy loam
beans,0,65,15,5.65,23.46,95.84,23.22,clay
tomatoes,109,12,48,6.71,29.46,20.76,92.13,sandy loam
pepper,120,24,47,6.26,26.99,58.55,89.41,loamy clay 
orange,5,23,15,7.41,25.67,112.54,92.05,loamy
tomatoes,114,8,52,6.42,29.34,28.23,94.55,sandy loam
maize,60,44,23,5.72,24.79,76.73,70.05,sandy loam
rice,71,46,40,7.24,20.28,191.95,82.12,clay
guinea_corn,16,10,41,6.74,24.77,105.76,85.64,sandy loam
maize,87,35,25,6.18,21.45,65.89,63.16,sandy loam
orange,6,8,11,6.6,24.36,119.69,92.4,loamy
pepper,98,25,52,6.22,25.28,49.29,83.15,loamy clay 
beans,37,64,22,5.95,17.48,121.94,18.83,clay
maize,66,44,20,6.74,19.08,80.73,69.02,sandy loam
soybean,34,71,79,7.73,17.93,74.64,15.86,loamy
maize,98,35,18,6.25,23.8,91.76,74.83,sandy loam
orange,39,9,15,7.99,25.35,116.76,91.81,loamy
orange,13,5,8,7.47,23.85,103.92,90.11,loamy
orange,9,8,15,7.99,14.34,110.22,94.36,loamy
orange,20,23,11,6.41,31.85,109.95,90.12,loamy
yam,36,43,22,6.39,27.83,58.37,87.17,loamy
yam,19,39,17,6.89,29.28,44.47,81.8,loamy
guinea_corn,32,13,42,5.79,23.5,106.62,92.98,sandy loam
orange,31,25,12,7.02,18.05,111.78,90.04,loamy
beans,9,77,17,5.78,20.12,106.16,24.45,clay
orange,34,29,8,6.45,31.88,105.34,91.15,loamy
rice,97,59,43,6.29,26.36,271.36,84.04,clay
orange,5,18,14,7.43,33.11,119.17,93.48,loamy
guinea_corn,9,8,40,6.55,22.49,111.66,89.92,sandy loam
guinea_corn,3,9,45,6.54,23.89,104.62,89.62,sandy loam
rice,93,56,42,7.38,23.86,195.09,82.23,clay
yam,36,43,22,6.39,27.83,58.37,87.17,loamy
tomatoes,114,27,48,6.53,27.82,26.32,93.04,sandy loam
tomatoes,101,17,47,6.19,29.49,26.31,94.73,sandy loam
tomatoes,120,8,46,6.73,29.56,28.37,90.71,sandy loam
yam,28,35,22,7.16,29.53,59.87,86.73,loamy
yam,4,40,21,6.73,28.8,44.3,80.46,loamy
pepper,98,8,51,6.26,26.18,49.43,86.52,loamy clay 
yam,21,38,21,6.64,29.76,37.55,86.45,loamy
cassava,48,62,15,7.54,25.37,65.82,66.64,sandy loam
pepper,92,7,48,6.96,26.28,54.39,86.63,loamy clay 
maize,66,44,20,6.74,19.08,80.73,69.02,sandy loam
maize,74,58,18,6.73,20.04,109.02,56.36,sandy loam
pepper,88,29,51,6.1,24.72,48.46,88.95,loamy clay 
cassava,28,68,19,7.7,34.64,72.43,61.39,sandy loam
rice,89,54,38,6.69,24.52,230.45,83.54,clay
pepper,104,23,47,6.77,26.98,42.91,86.7,loamy clay 
beans,18,79,20,5.88,20.28,139.75,23.24,clay
orange,8,16,6,7.11,12.23,108.42,90.26,loamy
guinea_corn,14,25,40,6.41,20.07,103.71,90.98,sandy loam
guinea_corn,4,14,41,6.43,19.85,102.82,89.81,sandy loam
soybean,57,68,81,8.08,17.17,72.79,17.3,loamy
soybean,39,71,84,8.14,20.28,82.52,16.4,loamy
guinea_corn,40,18,43,5.77,19.39,109.91,86.79,sandy loam
orange,5,18,14,7.43,33.11,119.17,93.48,loamy
guinea_corn,19,17,39,6.73,24.72,111.28,85.56,sandy loam
pepper,91,24,55,6.26,26.27,46.77,83.09,loamy clay 
pepper,111,6,53,6.31,26.49,46.06,88.59,loamy clay 
guinea_corn,34,21,42,6.65,18.76,111.02,89.93,sandy loam
soybean,27,76,83,6.29,19.13,89.62,14.92,loamy
guinea_corn,14,8,43,7.05,21.93,111.72,94.46,sandy loam
guinea_corn,21,6,41,7.09,24.88,107.2,89.4,sandy loam
yam,17,52,17,6.36,27.88,44.64,86.45,loamy
beans,27,63,19,5.56,20.93,133.19,21.19,clay
guinea_corn,10,5,42,6.89,20.24,109.25,91.09,sandy loam
pepper,113,30,50,6.28,26.04,43.88,83.99,loamy clay 
soybean,57,68,81,8.08,17.17,72.79,17.3,loamy
maize,81,49,20,5.51,18.04,104.23,60.61,sandy loam
maize,89,60,19,5.91,25.19,78.07,66.69,sandy loam
soybean,47,79,78,6.61,17.48,65.11,14.76,loamy
tomatoes,98,7,45,6.16,27.79,26.85,92.51,sandy loam
guinea_corn,16,15,42,6.89,19.68,108.55,89.09,sandy loam
tomatoes,115,18,53,6.01,29.17,22.07,94.2,sandy loam
tomatoes,98,26,49,6.13,27.29,23.5,90.53,sandy loam
soybean,41,69,82,6.72,20.02,68.98,16.63,loamy
tomatoes,114,8,52,6.42,29.34,28.23,94.55,sandy loam
yam,20,40,15,7.2,29.57,45.04,88.08,loamy
orange,37,18,12,7.4,10.27,106.7,90.19,loamy
cassava,21,78,19,6.92,27.16,69.85,66.76,sandy loam
orange,18,14,11,6.55,28.05,117.13,90.01,loamy
soybean,34,71,79,7.73,17.93,74.64,15.86,loamy
tomatoes,101,17,47,6.19,29.49,26.31,94.73,sandy loam
soybean,44,74,85,7.15,20.19,78.26,19.64,loamy
guinea_corn,20,7,45,6.08,18.91,112.48,89.24,sandy loam
pepper,119,9,50,6.25,26.75,40.79,83.92,loamy clay 
orange,37,18,12,7.4,10.27,106.7,90.19,loamy
soybean,20,79,77,7.65,18.55,76.33,16.03,loamy
maize,62,48,20,6.71,21.7,95.71,60.47,sandy loam
cassava,49,76,18,7.39,27.05,60.47,67.7,sandy loam
rice,67,45,38,7.3,22.73,260.89,82.17,clay
yam,34,47,19,6.57,27.31,53.15,85.45,loamy
orange,16,7,8,6.42,22.79,116.51,90.61,loamy
tomatoes,87,6,45,6.4,29.83,22.84,90.79,sandy loam
maize,87,60,23,6.44,20.27,62.5,63.91,sandy loam
pepper,98,25,52,6.22,25.28,49.29,83.15,loamy clay 
beans,3,67,24,5.52,17.0,103.29,19.91,clay
guinea_corn,30,20,38,7.06,22.6,110.09,93.16,sandy loam
soybean,39,71,84,8.14,20.28,82.52,16.4,loamy
pepper,114,8,50,6.58,24.75,57.96,88.31,loamy clay 
cassava,21,72,17,7.58,31.52,61.71,66.56,sandy loam
beans,21,63,17,5.98,15.77,108.34,19.23,clay
yam,20,41,20,7.07,29.27,50.92,89.49,loamy
tomatoes,95,21,47,6.43,27.93,20.66,93.56,sandy loam
orange,32,18,13,6.04,13.84,107.99,91.75,loamy
maize,67,51,24,5.58,23.5,64.78,61.32,sandy loam
orange,13,22,5,7.76,19.67,100.17,90.5,loamy
pepper,100,18,52,6.88,26.2,56.48,80.38,loamy clay 
cassava,29,70,15,6.87,30.33,74.17,63.55,sandy loam
rice,88,55,45,7.73,24.64,253.72,80.41,clay
pepper,114,8,50,6.58,24.75,57.96,88.31,loamy clay 
beans,11,71,24,5.61,21.14,141.61,22.72,clay
soybean,49,55,78,7.86,18.66,81.71,16.18,loamy
tomatoes,90,23,54,6.16,28.56,27.27,90.46,sandy loam
tomatoes,85,9,53,6.45,28.21,28.79,92.87,sandy loam
pepper,100,18,52,6.88,26.2,56.48,80.38,loamy clay 
yam,36,38,15,6.32,28.36,58.0,87.6,loamy
yam,14,48,21,6.99,29.25,53.43,84.8,loamy
soybean,24,56,85,6.55,18.2,80.64,17.41,loamy
orange,19,7,10,6.12,14.78,100.2,91.22,loamy
pepper,97,22,50,6.77,26.26,58.98,86.15,loamy clay 
guinea_corn,3,9,45,6.54,23.89,104.62,89.62,sandy loam
rice,93,53,38,7.07,26.93,290.68,81.91,clay
orange,9,10,10,6.01,22.36,101.52,93.52,loamy
yam,11,46,24,6.46,27.65,56.53,89.81,loamy
rice,85,58,41,7.04,21.77,226.66,80.32,clay
beans,29,68,23,5.83,24.16,116.73,19.28,clay
guinea_corn,2,24,38,5.92,24.56,111.97,91.64,sandy loam
soybean,52,73,79,7.84,17.26,94.0,18.75,loamy
guinea_corn,14,8,43,7.05,21.93,111.72,94.46,sandy loam
guinea_corn,20,27,41,5.7,20.51,110.58,92.52,sandy loam
rice,69,37,42,7.07,23.06,251.05,83.37,clay
soybean,53,73,77,7.33,19.71,73.64,18.1,loamy
soybean,23,72,84,6.92,19.02,79.93,17.13,loamy
guinea_corn,15,6,41,6.9,19.01,108.68,88.84,sandy loam
orange,26,15,6,6.91,17.22,108.01,94.79,loamy
yam,9,57,24,7.17,29.89,42.99,89.72,loamy
guinea_corn,14,8,43,7.05,21.93,111.72,94.46,sandy loam
soybean,20,79,77,7.65,18.55,76.33,16.03,loamy
rice,60,43,44,7.42,21.02,298.4,82.95,clay
orange,17,16,14,6.63,16.4,102.94,92.18,loamy
rice,67,43,39,6.0,26.04,186.75,84.97,clay
orange,4,13,6,7.56,15.63,101.47,94.26,loamy
yam,1,48,24,6.23,29.35,59.04,85.6,loamy
soybean,22,60,85,6.81,18.84,94.78,14.74,loamy
tomatoes,95,26,45,6.12,29.92,28.16,94.56,sandy loam
cassava,21,63,22,6.86,25.1,74.62,67.73,sandy loam
maize,63,42,21,5.8,23.26,67.1,72.33,sandy loam
soybean,52,60,79,8.38,19.45,75.63,18.23,loamy
guinea_corn,14,8,43,7.05,21.93,111.72,94.46,sandy loam
guinea_corn,6,18,37,5.94,19.66,108.05,89.94,sandy loam
soybean,57,58,77,7.98,18.73,81.2,17.58,loamy
soybean,27,76,83,6.29,19.13,89.62,14.92,loamy
beans,25,70,16,5.76,19.63,106.36,18.91,clay
guinea_corn,9,16,39,6.1,18.41,105.18,91.12,sandy loam
guinea_corn,25,17,40,6.61,18.91,111.28,87.75,sandy loam
guinea_corn,10,5,42,6.89,20.24,109.25,91.09,sandy loam
soybean,22,78,76,8.62,17.85,76.32,19.09,loamy
rice,74,35,40,6.98,26.49,242.86,80.16,clay
soybean,22,64,82,6.47,19.49,87.51,17.17,loamy
pepper,95,12,46,6.32,26.22,54.65,81.01,loamy clay 
pepper,90,16,45,6.29,24.92,50.56,80.62,loamy clay 
pepper,91,24,55,6.26,26.27,46.77,83.09,loamy clay 
tomatoes,115,12,52,6.69,27.51,21.02,94.96,sandy loam
orange,37,18,12,7.4,10.27,106.7,90.19,loamy
pepper,112,25,51,6.93,25.05,56.72,85.57,loamy clay 
yam,24,44,17,6.67,29.86,50.66,80.03,loamy
soybean,22,72,85,6.39,18.87,88.51,15.66,loamy
yam,8,45,18,7.01,27.93,43.25,85.42,loamy
tomatoes,81,25,49,6.08,29.87,26.26,93.25,sandy loam
guinea_corn,19,17,39,6.73,24.72,111.28,85.56,sandy loam
soybean,47,80,77,7.56,17.18,72.85,16.43,loamy
tomatoes,95,16,46,6.75,27.08,24.45,90.14,sandy loam
cassava,25,76,17,7.24,31.74,62.31,68.64,sandy loam
orange,24,30,11,6.6,32.4,113.25,94.52,loamy
maize,60,44,23,5.72,24.79,76.73,70.05,sandy loam
orange,33,15,7,7.65,15.83,109.76,91.68,loamy
beans,12,78,23,6.0,16.07,88.07,18.72,clay
beans,35,69,23,5.58,16.79,75.45,24.97,clay
yam,30,44,16,6.44,29.73,50.92,82.89,loamy
beans,13,69,19,5.86,17.31,115.2,20.02,clay
cassava,55,67,16,6.6,34.37,70.27,69.69,sandy loam
pepper,91,7,52,6.41,25.08,56.4,83.46,loamy clay 
rice,60,55,45,5.94,21.41,287.58,83.33,clay
orange,37,23,12,6.4,31.53,113.12,90.51,loamy
yam,37,50,23,6.53,29.65,56.02,88.49,loamy
pepper,83,22,54,6.28,25.9,54.5,81.97,loamy clay 
tomatoes,104,25,55,6.12,29.81,22.69,90.37,sandy loam
yam,4,41,20,6.65,28.15,37.45,83.8,loamy
soybean,27,76,83,6.29,19.13,89.62,14.92,loamy
maize,74,56,22,6.83,18.28,80.98,66.66,sandy loam
yam,19,39,17,6.89,29.28,44.47,81.8,loamy
tomatoes,98,7,45,6.16,27.79,26.85,92.51,sandy loam
guinea_corn,23,5,44,7.16,21.21,107.57,94.26,sandy loam
maize,73,58,21,6.6,19.97,60.65,57.68,sandy loam
beans,0,65,15,5.65,23.46,95.84,23.22,clay
maize,61,60,15,6.27,24.88,91.26,68.74,sandy loam
tomatoes,110,25,54,6.43,28.91,23.44,90.78,sandy loam
maize,63,43,19,6.64,18.52,90.99,55.53,sandy loam
guinea_corn,6,30,40,6.36,22.77,106.97,91.45,sandy loam
orange,40,22,6,6.49,24.54,115.98,91.91,loamy
rice,93,56,36,6.98,24.01,185.28,82.06,clay
orange,34,29,8,6.45,31.88,105.34,91.15,loamy
rice,89,45,36,6.44,21.33,185.5,80.47,clay
beans,27,72,23,5.96,19.93,64.03,21.8,clay
guinea_corn,2,24,38,5.92,24.56,111.97,91.64,sandy loam
tomatoes,118,18,52,6.56,28.05,20.76,90.83,sandy loam
pepper,114,21,55,6.47,25.44,57.52,87.94,loamy clay 
beans,0,55,22,5.92,22.99,143.86,20.58,clay
rice,72,45,35,5.76,25.43,195.36,82.95,clay
yam,31,58,15,7.12,27.11,51.53,84.97,loamy
tomatoes,80,18,51,6.71,28.05,20.77,91.82,sandy loam
orange,33,15,7,7.65,15.83,109.76,91.68,loamy
pepper,117,27,48,6.84,26.53,54.31,82.39,loamy clay 
maize,78,37,22,6.33,25.34,74.52,63.32,sandy loam
orange,22,17,5,6.95,24.12,102.84,90.72,loamy
soybean,49,55,78,7.86,18.66,81.71,16.18,loamy
pepper,83,22,54,6.28,25.9,54.5,81.97,loamy clay 
tomatoes,104,25,51,6.47,28.96,23.56,93.88,sandy loam
tomatoes,114,27,48,6.53,27.82,26.32,93.04,sandy loam
orange,15,9,11,7.91,11.55,108.83,94.15,loamy
rice,81,41,38,7.52,22.68,200.91,83.73,clay
yam,31,37,21,6.71,27.24,37.31,86.4,loamy
orange,31,25,12,7.02,18.05,111.78,90.04,loamy
soybean,22,72,85,6.39,18.87,88.51,15.66,loamy
pepper,107,10,49,6.76,25.83,45.25,89.0,loamy clay 
tomatoes,107,22,54,6.63,28.0,21.62,90.85,sandy loam
tomatoes,95,30,52,6.64,29.48,26.04,90.34,sandy loam
cassava,23,70,15,7.4,34.6,60.42,63.11,sandy loam
rice,78,35,44,7.07,26.54,183.62,84.67,clay
rice,91,50,40,6.46,20.82,230.22,84.13,clay
beans,5,65,16,5.87,21.33,109.1,18.49,clay
rice,81,45,35,6.16,26.53,218.92,80.12,clay
tomatoes,85,9,53,6.45,28.21,28.79,92.87,sandy loam
maize,86,37,16,5.56,20.52,67.61,59.21,sandy loam
pepper,114,8,50,6.58,24.75,57.96,88.31,loamy clay 
rice,66,53,41,7.78,25.08,257.0,80.52,clay
cassava,22,55,20,7.42,33.95,61.16,69.96,sandy loam
tomatoes,100,6,53,6.11,29.05,23.67,93.92,sandy loam
yam,36,38,15,6.32,28.36,58.0,87.6,loamy
guinea_corn,5,15,38,5.71,18.26,108.08,88.17,sandy loam
soybean,35,57,83,7.48,19.48,80.5,17.45,loamy
pepper,103,16,49,6.92,24.07,51.75,81.64,loamy clay 
pepper,105,14,50,6.42,26.21,59.66,87.69,loamy clay 
maize,63,35,16,6.27,22.03,83.73,65.36,sandy loam
yam,19,39,17,6.89,29.28,44.47,81.8,loamy
cassava,55,78,21,6.6,33.39,63.57,62.94,sandy loam
tomatoes,120,23,55,6.73,27.84,26.48,91.61,sandy loam
yam,11,46,24,6.46,27.65,56.53,89.81,loamy
soybean,27,73,79,7.35,19.16,82.7,15.84,loamy
rice,61,52,41,6.88,24.98,204.8,83.89,clay
beans,32,57,18,5.7,15.54,107.39,23.76,clay
guinea_corn,4,20,41,6.54,24.27,104.54,93.8,sandy loam
pepper,117,30,50,6.74,24.9,46.59,87.21,loamy clay 
beans,27,69,22,5.93,17.92,69.15,24.91,clay
soybean,53,73,77,7.33,19.71,73.64,18.1,loamy
yam,29,36,25,7.13,28.29,48.57,88.44,loamy
soybean,57,58,77,7.98,18.73,81.2,17.58,loamy
tomatoes,102,11,45,6.36,29.03,24.16,93.13,sandy loam
maize,99,50,15,5.57,18.15,88.08,71.09,sandy loam
pepper,88,5,47,6.66,25.86,41.17,86.67,loamy clay 
guinea_corn,13,30,37,6.28,20.86,106.87,91.62,sandy loam
maize,99,38,21,6.35,22.88,67.73,71.6,sandy loam
tomatoes,106,20,51,6.34,29.73,20.49,90.97,sandy loam
beans,19,65,25,5.63,18.1,144.79,18.29,clay
beans,22,71,17,5.51,18.15,107.69,19.39,clay
rice,70,36,42,6.95,21.84,202.38,80.73,clay
soybean,20,79,77,7.65,18.55,76.33,16.03,loamy
rice,94,53,40,5.72,20.28,241.97,82.89,clay
yam,8,54,20,7.03,28.33,38.8,80.77,loamy
tomatoes,113,6,52,6.74,27.76,25.22,90.36,sandy loam
rice,95,55,42,5.95,26.8,193.35,82.15,clay
orange,37,24,13,7.85,19.14,108.02,90.71,loamy
guinea_corn,15,6,41,6.9,19.01,108.68,88.84,sandy loam
pepper,95,12,51,6.68,25.76,44.22,84.17,loamy clay 
pepper,97,22,50,6.77,26.26,58.98,86.15,loamy clay 
orange,32,18,13,6.04,13.84,107.99,91.75,loamy
maize,99,50,15,5.57,18.15,88.08,71.09,sandy loam
cassava,41,78,21,6.58,25.2,70.89,60.37,sandy loam
tomatoes,120,25,50,6.33,28.05,21.85,94.82,sandy loam
tomatoes,101,25,52,6.75,29.1,22.52,94.22,sandy loam
cassava,20,68,23,7.71,25.55,63.18,63.95,sandy loam
orange,26,11,11,7.61,13.7,106.29,90.96,loamy
beans,25,76,24,5.57,15.33,135.33,24.92,clay
tomatoes,95,13,46,6.13,29.84,23.28,93.76,sandy loam
orange,6,7,7,7.2,27.68,114.0,94.47,loamy
orange,0,25,14,6.36,19.34,116.45,91.98,loamy
orange,1,17,6,6.82,10.79,117.53,91.38,loamy
yam,40,51,17,6.86,28.66,50.02,86.12,loamy
yam,2,38,18,6.62,27.54,45.49,89.93,loamy
cassava,20,72,19,7.4,32.48,65.82,64.35,sandy loam
rice,70,36,42,6.95,21.84,202.38,80.73,clay
soybean,52,56,85,6.82,20.12,88.68,14.44,loamy
orange,13,8,12,7.11,25.16,114.31,92.55,loamy
guinea_corn,32,25,35,5.89,18.1,107.01,85.71,sandy loam
pepper,88,29,51,6.1,24.72,48.46,88.95,loamy clay 
orange,20,8,12,7.26,25.3,117.97,94.96,loamy
cassava,20,68,23,7.71,25.55,63.18,63.95,sandy loam
beans,31,75,18,5.82,15.47,88.89,21.44,clay
maize,84,44,21,5.85,21.87,107.27,61.91,sandy loam
guinea_corn,39,30,38,6.97,20.13,108.07,87.6,sandy loam
cassava,59,63,18,6.53,31.66,66.69,60.13,sandy loam
beans,27,56,20,5.54,19.26,94.95,20.51,clay
beans,12,78,23,6.0,16.07,88.07,18.72,clay
rice,61,52,41,6.88,24.98,204.8,83.89,clay
tomatoes,83,15,49,6.44,28.93,23.2,91.39,sandy loam
tomatoes,99,29,55,6.66,29.19,26.48,91.46,sandy loam
cassava,55,60,15,7.16,32.8,64.11,68.78,sandy loam
orange,10,5,5,7.82,21.21,112.98,91.35,loamy
tomatoes,95,23,45,6.27,27.82,21.19,90.57,sandy loam
soybean,40,58,75,6.17,18.59,89.61,14.78,loamy
soybean,27,62,77,6.58,18.2,70.18,14.71,loamy
soybean,43,68,81,6.76,17.48,78.92,17.93,loamy
guinea_corn,9,16,39,6.1,18.41,105.18,91.12,sandy loam
guinea_corn,29,16,36,5.74,19.81,102.86,88.93,sandy loam
orange,12,8,10,8.0,16.15,107.43,91.44,loamy
soybean,57,68,81,8.08,17.17,72.79,17.3,loamy
yam,28,46,16,6.66,29.01,45.91,84.96,loamy
soybean,57,57,75,7.79,17.09,87.27,18.25,loamy
pepper,82,22,45,6.51,26.22,54.6,85.35,loamy clay 
yam,32,56,21,6.7,27.39,58.3,88.67,loamy
yam,31,58,15,7.12,27.11,51.53,84.97,loamy
tomatoes,88,17,52,6.65,29.9,25.38,90.75,sandy loam
soybean,53,73,77,7.33,19.71,73.64,18.1,loamy
rice,73,57,41,5.82,21.45,272.2,84.94,clay
soybean,59,60,84,7.69,19.03,94.71,18.67,loamy
rice,70,36,42,6.95,21.84,202.38,80.73,clay
soybean,49,69,82,6.26,18.32,81.79,15.36,loamy
beans,5,59,15,5.97,18.87,134.18,20.18,clay
soybean,43,79,79,7.81,19.41,80.25,18.98,loamy
rice,98,53,38,5.01,20.27,270.44,81.64,clay
beans,34,60,23,5.66,20.13,100.05,24.97,clay
guinea_corn,13,7,43,7.01,18.2,109.66,91.12,sandy loam
orange,18,5,11,6.25,20.88,102.46,90.94,loamy
guinea_corn,25,27,41,6.92,19.2,108.04,94.28,sandy loam
rice,97,36,45,6.94,22.23,278.08,81.86,clay
tomatoes,109,26,45,6.22,28.28,21.59,90.39,sandy loam
yam,9,48,22,6.4,27.77,49.51,87.1,loamy
tomatoes,91,13,47,6.14,29.11,27.96,92.44,sandy loam
pepper,101,17,55,6.45,24.37,44.64,87.13,loamy clay 
guinea_corn,8,28,37,6.08,23.88,108.31,86.21,sandy loam
tomatoes,93,22,48,6.78,29.13,21.9,91.52,sandy loam
cassava,56,76,16,7.51,28.27,63.3,61.19,sandy loam
soybean,49,69,82,6.26,18.32,81.79,15.36,loamy
soybean,25,78,76,7.23,17.48,66.97,15.76,loamy
maize,87,54,20,6.58,25.62,108.83,63.47,sandy loam
tomatoes,98,7,45,6.16,27.79,26.85,92.51,sandy loam
maize,61,44,17,6.93,26.1,102.27,71.57,sandy loam
beans,25,63,20,5.5,15.79,95.17,21.15,clay
tomatoes,101,25,52,6.75,29.1,22.52,94.22,sandy loam
rice,69,37,42,7.07,23.06,251.05,83.37,clay
pepper,95,12,46,6.32,26.22,54.65,81.01,loamy clay 
maize,62,48,20,6.71,21.7,95.71,60.47,sandy loam
tomatoes,100,17,48,6.37,29.73,26.52,94.3,sandy loam
tomatoes,114,8,52,6.42,29.34,28.23,94.55,sandy loam
orange,9,11,8,6.56,24.86,111.78,94.39,loamy
soybean,22,78,76,8.62,17.85,76.32,19.09,loamy
rice,90,44,38,7.47,23.84,241.2,83.88,clay
maize,78,58,15,6.53,25.01,62.91,67.82,sandy loam
beans,37,72,18,5.72,18.88,105.41,24.54,clay
rice,89,54,38,6.69,24.52,230.45,83.54,clay
maize,83,57,19,6.88,25.73,98.74,70.75,sandy loam
orange,18,5,11,6.25,20.88,102.46,90.94,loamy
orange,37,6,13,7.51,26.03,101.28,91.51,loamy
guinea_corn,9,8,40,6.55,22.49,111.66,89.92,sandy loam
beans,11,61,21,5.53,18.62,135.34,23.02,clay
beans,19,78,16,5.97,20.65,67.72,23.11,clay
yam,36,55,20,6.64,27.01,55.3,84.34,loamy
soybean,58,70,84,6.23,20.65,74.66,16.61,loamy
tomatoes,98,26,49,6.13,27.29,23.5,90.53,sandy loam
soybean,49,71,76,6.61,19.71,85.58,17.64,loamy
rice,78,40,38,7.55,26.46,248.23,83.86,clay
cassava,55,78,21,6.6,33.39,63.57,62.94,sandy loam
maize,72,60,25,5.77,18.53,88.1,69.03,sandy loam
soybean,42,67,77,6.11,18.99,78.71,15.94,loamy
guinea_corn,23,5,44,7.16,21.21,107.57,94.26,sandy loam
orange,24,18,6,6.29,26.57,116.38,94.45,loamy
yam,19,39,17,6.89,29.28,44.47,81.8,loamy
beans,25,70,16,5.76,19.63,106.36,18.91,clay
yam,5,45,21,6.49,28.36,43.05,88.01,loamy
maize,86,37,16,5.56,20.52,67.61,59.21,sandy loam
rice,89,45,36,6.44,21.33,185.5,80.47,clay
cassava,42,79,23,6.78,27.72,68.57,63.29,sandy loam
soybean,28,72,84,6.48,18.73,71.58,19.18,loamy
guinea_corn,36,24,41,7.01,24.94,103.88,94.26,sandy loam
yam,14,41,17,7.09,29.13,36.45,88.48,loamy
soybean,60,68,83,6.62,19.12,85.53,18.43,loamy
guinea_corn,36,24,41,7.01,24.94,103.88,94.26,sandy loam
rice,60,36,43,5.29,23.43,219.9,83.06,clay
maize,77,58,19,5.79,22.81,101.6,56.51,sandy loam
guinea_corn,29,22,43,5.56,19.66,106.04,87.95,sandy loam
yam,21,39,20,7.06,28.14,46.76,82.12,loamy
tomatoes,95,16,46,6.75,27.08,24.45,90.14,sandy loam
tomatoes,85,21,47,6.19,29.87,24.7,90.61,sandy loam
pepper,107,10,49,6.76,25.83,45.25,89.0,loamy clay 
yam,5,45,21,6.49,28.36,43.05,88.01,loamy
beans,28,58,24,5.75,19.73,143.76,18.28,clay
soybean,28,58,81,6.18,17.48,93.35,16.54,loamy
orange,12,6,8,6.39,30.85,107.41,92.87,loamy
rice,93,58,38,6.93,20.62,279.55,83.77,clay
guinea_corn,13,30,37,6.28,20.86,106.87,91.62,sandy loam
pepper,109,21,55,6.77,24.9,57.45,89.74,loamy clay 
pepper,112,25,51,6.93,25.05,56.72,85.57,loamy clay 
soybean,30,75,81,6.41,19.42,68.52,16.81,loamy
orange,26,11,11,7.61,13.7,106.29,90.96,loamy
maize,74,43,23,6.33,25.95,99.58,61.89,sandy loam
soybean,35,64,78,7.5,17.93,85.37,14.27,loamy
maize,90,49,21,6.47,24.84,74.05,68.36,sandy loam
maize,73,58,21,6.6,19.97,60.65,57.68,sandy loam
soybean,37,55,82,6.42,19.46,78.45,18.02,loamy
yam,4,41,20,6.65,28.15,37.45,83.8,loamy
guinea_corn,29,22,40,6.15,23.63,107.68,89.73,sandy loam
soybean,22,72,85,6.39,18.87,88.51,15.66,loamy
maize,99,36,20,6.67,20.58,78.35,65.35,sandy loam
beans,25,70,16,5.76,19.63,106.36,18.91,clay
pepper,95,12,46,6.32,26.22,54.65,81.01,loamy clay 
soybean,57,73,85,7.36,18.49,91.95,14.72,loamy
yam,36,55,20,6.64,27.01,55.3,84.34,loamy
tomatoes,118,18,52,6.56,28.05,20.76,90.83,sandy loam
pepper,89,25,54,6.35,24.69,48.99,85.57,loamy clay 
beans,27,63,19,5.56,20.93,133.19,21.19,clay
rice,95,52,36,5.54,26.23,286.51,83.84,clay
